job_title,job_detail_url,job_listed,company_name,company_link,company_location
Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-tag-3919035017?refId=l86L8XqLC9NybtAzHd7iqg%3D%3D&trackingId=Vhg0AHNh%2Fyw%2BxqDNujFyVg%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,1 week ago,Tag,https://uk.linkedin.com/company/tag?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-allure-bridals-3926332270?refId=l86L8XqLC9NybtAzHd7iqg%3D%3D&trackingId=fCSp%2BcK9o8%2Bd8cXRK9M5Ig%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,1 week ago,Allure Bridals,https://www.linkedin.com/company/allurebridals?trk=public_jobs_jserp-result_job-search-card-subtitle,Memphis Metropolitan Area
Social Media Manager,https://www.linkedin.com/jobs/view/social-media-manager-at-velvet-caviar-3931288177?refId=l86L8XqLC9NybtAzHd7iqg%3D%3D&trackingId=K%2FrfACr1bEVg2IgSZDqt7g%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,3 days ago,Velvet Caviar,https://www.linkedin.com/company/velvet-caviar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brooklyn, NY"
Entry Level Social Media Assistant,https://www.linkedin.com/jobs/view/entry-level-social-media-assistant-at-fresh-form-draft-3929308345?refId=l86L8XqLC9NybtAzHd7iqg%3D%3D&trackingId=XV2nXJY8qIskYQzgJf%2BV7g%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,1 week ago,Fresh Form Draft,https://www.linkedin.com/company/fresh-form-draft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Atlanta, GA"
Entry Level Social Media Assistant,https://www.linkedin.com/jobs/view/entry-level-social-media-assistant-at-web-craft-stylers-3928440648?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=%2F7doKiDM4JfJ%2FvOlMp1DFw%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,4 days ago,Web Craft Stylers,https://www.linkedin.com/company/web-craft-stylers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Reno, NV"
Entry Level Social Media Assistant,https://www.linkedin.com/jobs/view/entry-level-social-media-assistant-at-fresh-form-draft-3925370064?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=4gjYDCkcXOZ%2BPgYt0ma%2B8Q%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago,Fresh Form Draft,https://www.linkedin.com/company/fresh-form-draft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Austin, TX"
Social Media Manager,https://www.linkedin.com/jobs/view/social-media-manager-at-velvet-caviar-3924687475?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=X1Ia%2BgnsEbG%2FKjKRneZWKQ%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago,Velvet Caviar,https://www.linkedin.com/company/velvet-caviar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brooklyn, NY"
Entry Level Social Media Agent,https://www.linkedin.com/jobs/view/entry-level-social-media-agent-at-draft-note-design-3928972749?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=Wnh3zy4y3jcZG9mChIQYmA%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago,Draft Note Design,https://www.linkedin.com/company/draft-note-design?trk=public_jobs_jserp-result_job-search-card-subtitle,"Los Angeles, CA"
"Assistant, Global Social Media Community Management - Calvin Klein",https://www.linkedin.com/jobs/view/assistant-global-social-media-community-management-calvin-klein-at-calvin-klein-3933150959?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=ss0FVADgKgTeixcMdYjHGA%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card,5 days ago,Calvin Klein,https://www.linkedin.com/company/calvin-klein?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
Temporary Associate Social Media Producer,https://www.linkedin.com/jobs/view/temporary-associate-social-media-producer-at-forbes-3926361700?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=iC3ubyqYZYMC0iOPrT3lxg%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago,Forbes,https://www.linkedin.com/company/forbes-magazine?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-erika4travel-3934230028?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=I1wUdBKYmOLBsvIYWVfISw%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card,4 days ago,Erika4Travel,https://www.linkedin.com/company/erika4travel?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Social Media Assistant - - Remote | WFH,https://www.linkedin.com/jobs/view/social-media-assistant-remote-wfh-at-get-it-recruit-marketing-3927874313?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=rC2NnG7F0myB7AdS7sZzZA%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card,4 days ago,Get It Recruit - Marketing,https://www.linkedin.com/company/get-it-recruit-marketing?trk=public_jobs_jserp-result_job-search-card-subtitle,"Boston, MA"
Resy Social Media Specialist,https://www.linkedin.com/jobs/view/resy-social-media-specialist-at-american-express-3925957065?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=qhez40PWqFrZbFWgz36p%2Fw%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card,6 days ago,American Express,https://www.linkedin.com/company/american-express?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
Social Media Strategist,https://www.linkedin.com/jobs/view/social-media-strategist-at-salt-3931478417?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=Kr6V7Drdtk%2BcrLLziGntWw%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card,5 days ago,Salt,https://uk.linkedin.com/company/salt?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Social Media and Community Manager,https://www.linkedin.com/jobs/view/social-media-and-community-manager-at-hartbeat-3934330614?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=JZevklwN3Nsai6eTdhd%2BAA%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card,4 days ago,HARTBEAT,https://www.linkedin.com/company/therealhartbeat?trk=public_jobs_jserp-result_job-search-card-subtitle,"Los Angeles, CA"
Entry Level Social Media Agent,https://www.linkedin.com/jobs/view/entry-level-social-media-agent-at-draft-note-design-3933542508?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=kPONXdfl9d6MHopDpWTn3A%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card,4 days ago,Draft Note Design,https://www.linkedin.com/company/draft-note-design?trk=public_jobs_jserp-result_job-search-card-subtitle,"Orlando, FL"
Social Media and Community Manager,https://www.linkedin.com/jobs/view/social-media-and-community-manager-at-bad-birdie-3932610634?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=6k%2FNhjJhk0mW4PBe8wdLBA%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card,3 days ago,Bad Birdie,https://www.linkedin.com/company/badbirdie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Scottsdale, AZ"
Social Media Content Creator Intern,https://www.linkedin.com/jobs/view/social-media-content-creator-intern-at-blissy-3926179986?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=sml1FE0lgvCRUkihR28sFQ%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago,Blissy,https://www.linkedin.com/company/blissy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Burbank, CA"
Entry Level Social Media Assistant,https://www.linkedin.com/jobs/view/entry-level-social-media-assistant-at-fresh-form-draft-3928441654?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=WBxXEljjpAjHy1cvFmRAAA%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card,4 days ago,Fresh Form Draft,https://www.linkedin.com/company/fresh-form-draft?trk=public_jobs_jserp-result_job-search-card-subtitle,"St Louis, MO"
Social Media Representative,https://www.linkedin.com/jobs/view/social-media-representative-at-visit-orlando-3932826195?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=9C9FCvNj27n0ybbAsB5Atw%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card,5 days ago,Visit Orlando,https://www.linkedin.com/company/visit-orlando?trk=public_jobs_jserp-result_job-search-card-subtitle,"Orlando, FL"
Online Social Media Coordinator (Remote),https://www.linkedin.com/jobs/view/online-social-media-coordinator-remote-at-c-s-consulting-3930097250?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=IhSgbCIKRavGTyj%2FJK0OAg%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago,C&S Consulting,https://www.linkedin.com/company/cs-consultingonline?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Social Media Content Creator,https://www.linkedin.com/jobs/view/social-media-content-creator-at-darby-3925073732?refId=NwcFx4YQ6k0J6RLYieUryw%3D%3D&trackingId=smzJRVDInJGI9JpWurtBug%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago,Darby,https://www.linkedin.com/company/darbydental?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jericho, NY"
Social Media Agent,https://www.linkedin.com/jobs/view/social-media-agent-at-travel-moore-today-3930558099?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=h5v6D%2BUfpycR0JXzN9Rjyg%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago,Travel Moore Today,https://www.linkedin.com/company/travelmooretoday?trk=public_jobs_jserp-result_job-search-card-subtitle,"Denver, CO"
Executive assistant/Social Media Manager,https://www.linkedin.com/jobs/view/executive-assistant-social-media-manager-at-retalent-agency-3930027340?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=7kkvhgLXrv148yF9hHP%2Fdg%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago,Retalent Agency,https://es.linkedin.com/company/retalentagency?trk=public_jobs_jserp-result_job-search-card-subtitle,"Arkansas, United States"
Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-saicon-3934660360?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=Yj8k1GSZnECvu%2Bpeks67Hw%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,3 days ago,Saicon,https://www.linkedin.com/company/saicon?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Community Engagement Specialist - Social Media Manager,https://www.linkedin.com/jobs/view/community-engagement-specialist-social-media-manager-at-city-of-somerville-3933920769?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=gTcSPirSxDEzyb9fdqpy7A%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,4 days ago,City of Somerville,https://www.linkedin.com/company/city-of-somerville?trk=public_jobs_jserp-result_job-search-card-subtitle,"Somerville, MA"
Executive assistant/Social Media Manager,https://www.linkedin.com/jobs/view/executive-assistant-social-media-manager-at-retalent-agency-3928251078?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=17SbHoUzONkiOAIOTLu%2FRQ%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago,Retalent Agency,https://es.linkedin.com/company/retalentagency?trk=public_jobs_jserp-result_job-search-card-subtitle,"Arkansas, United States"
Social Media Manager,https://www.linkedin.com/jobs/view/social-media-manager-at-montegallo-3927990016?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=bAYRG8H4%2F7L9IN0BiLCIxA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,1 day ago,Montegallo.,https://www.linkedin.com/company/montegallo?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
REMOTE Social Media Coordinator,https://www.linkedin.com/jobs/view/remote-social-media-coordinator-at-erika4travel-3934230022?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=B8uPGlBzy3uozOyMhVoAsw%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,4 days ago,Erika4Travel,https://www.linkedin.com/company/erika4travel?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Social Media Assistant,https://www.linkedin.com/jobs/view/social-media-assistant-at-endorse-infinity-3928106831?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=B71TIsHeH%2FCKfMOzmwoTKA%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago,Endorse Infinity,https://www.linkedin.com/company/endorseinfinity?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dallas, TX"
Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-konnect-agency-3927895054?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=02OFAjFXWprPu5BPbqc3Wg%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,4 days ago,Konnect Agency,https://www.linkedin.com/company/konnect-agency?trk=public_jobs_jserp-result_job-search-card-subtitle,"Los Angeles, CA"
"Social Media Content Creator, Video",https://www.linkedin.com/jobs/view/social-media-content-creator-video-at-glossgenius-3930413921?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=bVExGPjGrn09%2B%2Fb023iRlQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago,GlossGenius,https://www.linkedin.com/company/glossgenius?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
Entry Level Social Media Coordinator,https://www.linkedin.com/jobs/view/entry-level-social-media-coordinator-at-devcomnow-3933583775?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=jpC42t1XXxViFqP2P4sX1g%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,4 days ago,DevComNow,https://uk.linkedin.com/company/devcomnowus?trk=public_jobs_jserp-result_job-search-card-subtitle,"Houston, TX"
Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-brilliant-pr-marketing-3934608561?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=KGojTYwtQOkmgxxEtaKdfA%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card,3 days ago,Brilliant PR & Marketing,https://www.linkedin.com/company/brilliantprm?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
"AVP, Social Media & Influencer Marketing",https://www.linkedin.com/jobs/view/avp-social-media-influencer-marketing-at-calcium%2Bcompany-3929449889?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=30b5gNppoMaASLqQe9hSlQ%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago,Calcium+Company,https://www.linkedin.com/company/calcium-company?trk=public_jobs_jserp-result_job-search-card-subtitle,"Philadelphia, PA"
Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-kulfi-3923174380?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=4VIQVrlKRVCbfJ35%2BpHY8A%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago,Kulfi,https://www.linkedin.com/company/kulfi-beauty?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
"Marketing Manager, Social Media",https://www.linkedin.com/jobs/view/marketing-manager-social-media-at-lulus-3932015598?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=tclykeQTr2LwepeFg4XKFQ%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card,4 days ago,Lulus,https://www.linkedin.com/company/lulusdotcom?trk=public_jobs_jserp-result_job-search-card-subtitle,Los Angeles Metropolitan Area
Entry Level Social Media Assistant,https://www.linkedin.com/jobs/view/entry-level-social-media-assistant-at-live-buzz-co-3933545267?refId=RPZ9INnhOoHDLLOTf6pEdA%3D%3D&trackingId=LFapHKNye%2Bar58%2Fh0%2Fcv6A%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,4 days ago,Live Buzz Co,https://www.linkedin.com/company/live-buzz-co?trk=public_jobs_jserp-result_job-search-card-subtitle,"St Louis, MO"
